TypeOfIncident,TypeOfCollission,AuthoritiesContacted,IncidentState,NumberOfVehicles,PropertyDamage,BodilyInjuries,Witnesses,AmountOfTotalClaim,AmountOfInjuryClaim,AmountOfPropertyClaim,AmountOfVehicleDamage,InsuredAge,InsuredGender,InsuredEducationLevel,InsuredOccupation,CapitalGains,CapitalLoss,CustomerLoyaltyPeriod,InsurancePolicyState,Policy_Deductible,PolicyAnnualPremium,InsuredRelationship,VehicleMake,VehicleYOM,ReportedFraud
0,2.0,1,6,2,0.0,2,1,58113,8366,8366,41381,46,1,2,13,0,-72000,283,0,1000,1505.16,0,11,2003,0
0,2.0,1,4,2,0.0,2,1,55301,7126,7126,41049,44,1,2,7,0,0,290,2,951,1604.73,4,14,2006,0
1,,2,4,1,1.0,0,1,5515,652,752,4111,43,0,0,0,0,0,227,1,500,1712.74,3,1,2006,0
3,,4,6,1,1.0,1,1,4864,573,573,3718,36,0,4,11,0,0,183,1,776,1702.68,3,1,2010,0
3,,4,6,1,1.0,0,1,5057,617,617,3823,40,1,1,11,0,0,206,2,617,1720.83,1,1,2008,0
1,,2,4,1,0.0,0,1,5830,653,855,4322,44,1,4,3,0,0,230,1,500,1691.41,3,1,2007,0
1,,4,6,1,1.0,1,1,4667,528,528,3611,32,1,4,0,0,0,159,2,937,1684.4,3,1,2012,0
0,2.0,0,6,4,0.0,2,1,74430,13513,13621,47296,34,0,3,8,43700,-66300,152,2,1017,1040.65,0,5,2005,1
3,,4,6,1,1.0,0,1,5179,645,645,3889,43,1,1,11,0,0,221,1,517,1732.15,3,14,2006,0
2,1.0,0,6,1,1.0,2,0,54548,6730,7084,40734,44,1,1,1,0,-48800,301,0,970,1638.91,2,12,2009,0
2,1.0,0,2,1,1.0,2,1,55530,5553,11106,38871,49,1,5,8,26700,-47200,330,2,500,1331.06,5,4,2012,0
2,0.0,1,2,1,0.0,2,1,58980,5898,11796,41286,48,1,5,8,26700,-47200,328,2,500,1402.69,3,4,2014,0
2,0.0,0,2,1,1.0,2,0,50474,5047,10095,35332,50,1,5,8,45100,-32800,334,2,500,1226.09,3,4,2008,0
2,1.0,1,2,1,1.0,2,1,54717,5472,10943,38302,49,1,5,1,45100,-32800,331,2,500,1314.18,3,7,2011,0
2,0.0,1,2,1,0.0,2,0,53503,5350,10701,37452,49,1,5,8,26700,-47200,332,2,500,1288.99,5,4,2010,0
2,0.0,0,2,1,,2,1,58890,5889,11579,41422,48,1,5,7,58100,-32800,323,0,500,1409.06,2,7,2014,0
2,0.0,3,2,1,,0,1,48599,12780,4126,31693,51,0,6,9,51900,0,334,0,976,1053.11,3,13,2005,1
2,0.0,1,2,1,1.0,2,1,53988,5399,8682,39907,44,0,5,1,45100,-32800,275,2,500,1386.23,2,10,2014,1
3,,2,0,1,,1,1,2966,368,310,2288,42,0,1,8,47600,0,278,1,2000,1467.14,1,5,1997,0
3,,4,6,1,,1,1,2693,264,335,2094,42,1,2,11,0,0,275,2,2000,1518.18,3,3,1997,0
3,,4,4,1,,1,1,3391,198,556,2637,39,1,2,2,47600,0,233,2,2000,1540.89,3,11,1998,0
3,,2,0,1,,1,1,5252,819,466,3967,39,0,1,8,47600,0,240,2,2000,1234.59,2,5,1998,1
3,,4,6,1,1.0,2,1,4298,112,843,3343,34,0,1,11,0,0,178,2,2000,1570.39,3,3,1998,0
3,,2,0,1,,1,1,6360,1038,541,4781,38,0,2,11,47600,0,222,1,2000,1121.69,2,5,1999,0
3,,4,4,1,1.0,1,1,3874,152,709,3013,36,1,2,11,0,0,203,2,2000,1556.59,3,11,1998,0
3,,2,4,1,0.0,1,0,6867,1138,1138,4591,49,0,6,11,0,0,299,0,1047,1444.53,2,3,2001,1
3,,2,4,1,,1,1,4094,591,591,2912,45,0,6,11,47600,0,290,2,1655,1487.95,5,10,1998,0
2,0.0,3,2,1,,0,1,53714,11674,3052,38988,46,0,6,9,51900,0,285,0,852,1053.58,1,13,2007,1
3,,4,2,1,0.0,2,0,6741,1185,815,4741,33,0,6,0,0,0,83,0,1464,1111.33,0,1,2012,0
3,,4,4,1,1.0,2,0,6760,639,1224,4897,29,0,6,2,0,0,81,2,1056,1119.19,1,3,2005,1
3,,4,2,1,,2,1,6637,1161,831,4645,33,1,0,2,0,-48800,77,1,1521,1115.78,1,1,2011,0
3,,4,4,1,0.0,2,1,5764,958,961,3845,31,0,2,6,0,0,30,2,1995,1153.17,1,3,2011,0
3,,4,2,1,1.0,1,1,6787,1217,703,4867,32,1,6,2,42900,0,21,0,1198,1203.47,0,12,2014,0
3,,4,5,1,0.0,2,1,6304,1085,880,4339,32,1,6,2,0,0,59,0,1703,1130.09,0,1,2011,0
3,,4,5,1,0.0,2,1,6271,1088,832,4351,31,1,2,7,42900,-90200,26,2,1600,1178.32,1,12,2013,0
2,1.0,1,6,1,,1,1,66877,10415,6688,49774,47,0,6,1,63100,0,313,1,500,1692.21,5,7,2000,0
2,1.0,1,2,1,,1,1,62924,11518,6292,45114,46,1,6,1,0,0,302,1,500,1679.84,5,7,1998,0
2,1.0,1,6,1,1.0,1,1,66262,10586,6626,49050,47,1,2,1,63100,-13800,311,1,500,1690.29,1,7,2000,0
2,1.0,1,6,1,,2,0,51961,14461,5196,32304,55,1,2,1,63100,-40900,432,2,500,1313.38,3,8,2009,0
2,1.0,1,6,1,0.0,2,0,54179,13852,5418,34909,55,1,2,1,63100,-40900,424,2,500,1350.1,1,12,2009,0
2,1.0,1,6,1,1.0,2,0,64362,7181,7181,50000,46,0,6,7,0,-48800,318,2,775,1684.7,1,12,2008,0
1,,4,2,1,0.0,0,1,6846,740,1203,4903,37,0,0,10,0,0,172,1,2000,1265.2,4,5,2014,0
1,,4,2,1,0.0,0,1,7387,816,1245,5326,47,0,2,7,0,-53200,291,1,2000,1332.55,5,4,2015,0
3,,2,2,1,,0,1,7878,842,1414,5622,49,0,2,7,0,-53200,315,1,2000,1349.74,4,9,2015,0
3,,4,2,1,0.0,1,1,4750,532,42,4176,44,1,2,6,0,0,315,1,2000,1340.98,4,1,2000,0
3,,4,2,1,0.0,1,1,4866,553,111,4202,43,1,0,6,0,0,306,0,2000,1334.99,4,4,2001,0
1,,2,1,1,0.0,0,1,6534,740,1047,4747,38,0,2,11,23600,0,188,1,2000,1270.53,4,4,2015,0
1,,2,1,1,,0,1,6562,773,961,4828,42,1,3,7,0,-53200,250,1,2000,1303.61,5,4,2015,0
0,1.0,3,6,3,,1,1,66713,11782,6866,48065,54,0,4,2,0,0,408,0,864,986.07,5,12,2008,0
0,1.0,1,4,3,,1,1,66657,11672,6873,48112,54,0,4,6,0,-61000,409,1,855,986.69,5,12,2008,0
2,2.0,1,6,1,,2,0,63199,5444,10432,47323,32,0,1,4,46800,-60400,37,0,1970,1259.43,3,12,1997,1
0,1.0,3,4,3,,1,1,67263,12860,6800,47603,52,0,4,6,0,-61000,394,0,948,980.05,5,4,2007,0
0,1.0,1,6,2,1.0,0,1,68336,6869,6869,54598,59,0,6,6,41400,0,437,0,500,1094.04,1,4,2009,0
0,1.0,3,4,2,1.0,0,1,56981,5909,9710,41362,61,0,6,3,0,0,476,0,853,1136.41,2,4,2007,0
0,1.0,3,6,3,1.0,1,1,59048,10049,5024,43975,37,1,3,11,0,0,231,0,2000,1178.91,0,6,1995,0
0,2.0,3,6,3,1.0,1,1,47750,8407,4203,35140,38,0,3,2,0,0,234,0,2000,1140.28,0,11,1995,0
0,1.0,0,6,3,1.0,1,1,29641,6174,3087,20380,36,1,1,11,0,0,213,1,2000,1076.81,0,11,1995,0
0,1.0,0,6,3,0.0,1,1,60224,10219,5110,44895,37,0,4,11,65600,0,231,0,2000,1182.94,1,11,1995,0
1,1.0,0,6,2,0.0,1,1,14841,3312,1719,9810,42,0,3,8,0,0,256,0,2000,1097.81,0,12,1997,0
0,1.0,2,6,3,0.0,1,1,18101,4026,2027,12048,40,1,3,11,0,0,244,0,2000,1055.09,0,12,1995,0
2,0.0,4,4,1,0.0,2,1,55785,5682,5682,44421,42,0,5,12,66400,-34400,213,2,573,1205.82,1,3,2011,0
2,2.0,4,4,1,0.0,1,1,52089,5540,5540,41009,41,0,3,4,66400,-57500,240,1,795,1147.15,1,10,2005,0
2,1.0,1,2,1,0.0,1,0,60974,6589,6589,47796,36,0,3,12,66400,-34400,174,2,846,1096.13,1,1,2013,0
2,1.0,0,5,1,0.0,2,1,57962,5796,5796,46370,46,0,5,6,66400,-34400,271,1,500,1278.47,1,3,2010,0
2,1.0,4,4,1,0.0,2,1,56553,5655,5655,45243,45,0,5,6,66400,-39800,252,1,500,1261.31,1,3,2010,1
2,1.0,4,4,1,0.0,2,1,54409,5441,5441,43527,43,0,5,12,0,-34400,223,2,500,1235.21,1,13,2011,0
2,1.0,0,5,1,0.0,2,1,55748,5575,5575,44598,44,1,5,6,0,-39800,241,1,500,1251.5,1,3,2011,0
2,2.0,4,4,1,,1,1,51478,5567,5567,40344,40,0,5,4,66400,-57500,245,2,874,1123.82,1,10,2004,0
0,2.0,4,5,3,,0,1,71891,6827,8638,56426,28,1,3,1,0,0,109,2,652,1252.98,0,13,2006,0
0,0.0,4,5,3,,0,1,72150,7215,7215,57720,29,0,0,5,0,0,122,2,534,1282.61,0,2,2004,0
0,2.0,4,5,3,,0,1,71952,7038,7822,57092,29,1,5,1,0,0,118,2,566,1280.63,2,13,2005,0
0,2.0,4,4,2,,0,1,71809,6548,9712,55549,28,1,3,5,0,0,98,2,765,1216.59,0,2,2007,0
0,2.0,0,6,3,,0,1,72354,7848,7848,56658,29,1,5,5,78000,0,113,2,500,1279.79,0,2,2004,0
3,,4,6,1,1.0,2,1,4336,663,816,2857,45,1,2,2,0,-36400,282,1,1000,1398.18,3,14,2009,1
0,2.0,4,5,3,,0,1,72796,8658,8658,55480,29,1,5,8,78000,0,100,2,500,1252.37,2,1,2004,0
0,2.0,4,5,3,0.0,0,1,73375,9719,9719,53937,29,1,5,5,0,0,83,2,500,1216.45,2,1,2003,0
0,0.0,0,4,4,0.0,2,1,60871,6763,13527,40581,45,0,2,11,71300,0,320,1,698,1391.17,2,9,2005,0
0,2.0,4,4,3,,1,1,58437,6493,12986,38958,44,0,3,0,0,-70300,307,0,812,1356.18,2,9,2005,0
0,2.0,4,6,3,0.0,2,1,63352,10336,10781,42235,54,0,3,0,0,0,426,1,969,1377.14,3,9,1997,0
0,1.0,4,6,3,0.0,2,1,63716,9678,11560,42478,52,1,3,2,17600,0,408,2,870,1392.91,0,9,1999,0
0,2.0,0,4,4,0.0,2,1,60278,6698,13395,40185,45,1,2,0,71300,0,317,1,726,1382.64,0,11,2005,0
0,0.0,0,2,4,0.0,2,1,63783,7087,14174,42522,47,0,3,11,71300,-70300,336,0,561,1433.04,0,9,2003,0
2,1.0,4,1,1,1.0,1,1,54260,5763,10777,37720,32,0,0,10,53800,0,176,1,963,1413.64,3,10,2014,1
0,2.0,0,6,4,1.0,2,1,64880,7209,14418,43253,48,1,2,0,0,0,342,1,511,1450.3,2,2,2003,0
1,,4,1,1,0.0,0,1,7696,1394,818,5484,49,1,0,11,0,0,347,1,673,836.96,1,2,2004,0
1,,4,5,1,0.0,1,1,5674,1023,511,4140,48,1,0,11,52200,-44500,324,1,500,1134.86,3,12,2006,0
3,,2,5,1,1.0,1,1,5621,1010,505,4106,48,1,0,11,52200,-44500,322,1,500,1141.0,3,12,2006,0
3,,4,5,1,1.0,0,1,7418,1434,717,5267,51,1,3,11,25500,-36700,368,1,500,929.73,1,12,2004,0
2,1.0,4,1,1,,1,1,56253,7279,10883,38091,33,0,0,12,53800,0,185,1,1000,1425.35,4,8,2014,1
1,,2,1,1,0.0,2,1,5915,619,619,4677,29,0,3,5,0,0,61,2,1067,1148.98,4,13,2010,0
3,,2,5,1,1.0,2,1,5922,631,631,4660,29,0,2,5,0,0,61,1,1094,1162.9,4,13,2010,0
1,,4,1,1,0.0,2,0,6037,984,1050,4003,24,0,3,5,0,0,63,0,2000,1624.93,3,13,2015,0
1,,2,1,1,0.0,2,0,5695,835,1177,3683,26,0,2,10,0,0,63,2,2000,1641.83,3,13,2015,0
3,,4,5,1,1.0,2,0,6079,941,941,4197,25,0,3,5,0,-66000,63,1,1817,1528.25,2,13,2014,0
1,,4,1,1,0.0,2,0,6270,934,1067,4269,25,0,2,6,0,-29900,68,2,1785,1512.71,2,13,2013,0
3,,4,4,1,1.0,2,0,6817,622,1239,4956,29,0,2,5,0,-29900,84,2,1005,1119.5,1,13,2005,0
3,,4,4,1,0.0,2,0,6536,783,1151,4602,27,0,2,6,0,0,75,2,1407,1322.02,1,3,2009,0
0,1.0,1,2,2,,1,1,53222,5474,9429,38319,40,0,1,3,0,0,204,2,2000,1256.52,5,8,2000,1
3,,2,6,1,1.0,1,1,6321,1080,540,4701,40,1,4,2,59900,0,230,1,2000,1070.79,4,5,1998,0
3,,2,6,1,1.0,2,1,5031,911,455,3665,46,1,4,2,59900,0,265,1,2000,1108.77,1,5,1995,0
3,,2,0,1,,1,1,5948,935,552,4461,36,1,2,0,40000,0,211,1,1745,1068.08,0,8,2000,0
3,,2,6,1,,1,1,7029,1169,588,5272,37,1,2,0,40000,-43400,210,0,1989,1049.34,0,8,1999,0
3,,2,0,1,,1,1,6322,1016,564,4742,37,1,2,8,40000,-43400,211,0,1829,1061.59,1,5,1999,0
3,,2,6,1,1.0,1,1,6593,1116,558,4919,39,1,4,2,35000,0,223,1,2000,1062.8,4,5,1998,0
3,,2,0,1,1.0,2,1,6003,1038,519,4446,42,1,2,8,35000,0,239,1,2000,1080.15,1,13,1997,1
3,,2,6,1,,2,1,2710,235,442,2033,35,1,5,8,59900,0,215,0,1016,1124.17,0,5,2001,0
0,2.0,1,1,3,1.0,2,1,32907,6384,4113,22410,48,0,3,9,37300,-31700,321,0,872,1527.79,0,6,2010,0
2,1.0,1,5,1,,1,1,42301,3996,7991,30314,52,1,4,4,25800,-49700,349,2,2000,1268.42,5,8,1999,1
0,2.0,1,2,3,1.0,2,1,31053,3501,3882,23670,45,0,2,9,62200,-31700,302,0,704,1514.04,0,6,2011,0
2,2.0,0,2,1,1.0,2,1,33730,4339,5678,23713,47,1,3,11,36900,-55000,307,2,1000,1231.6,2,14,2006,0
0,2.0,1,2,2,1.0,2,1,34301,5559,3986,24756,46,1,4,11,77500,-31400,304,0,683,1554.84,4,8,2012,0
0,2.0,0,1,3,,2,1,33857,7861,4232,21764,49,0,2,9,62200,-31700,330,0,958,1534.83,0,14,2009,0
0,2.0,0,2,3,,2,1,33702,7618,4213,21871,49,1,3,9,37300,-31400,329,0,944,1533.67,0,14,2009,0
2,2.0,3,2,1,1.0,2,1,65613,5570,11140,48903,28,0,2,1,0,0,92,0,2000,960.92,0,2,2007,0
2,0.0,1,4,1,0.0,1,1,71370,11323,7760,52287,29,0,6,6,51500,0,113,0,2000,926.56,0,12,2009,0
2,0.0,1,6,1,0.0,1,1,44041,3670,7340,33031,27,0,2,0,43000,0,65,0,1059,1150.74,5,2,2004,0
2,0.0,0,2,1,0.0,1,1,43465,3622,7244,32599,27,0,1,0,43000,0,65,0,1031,1157.57,5,4,2004,0
1,,4,1,1,,2,1,7039,1398,707,4934,28,1,5,10,0,0,38,2,1000,1021.66,1,8,2004,0
3,,4,2,1,,2,0,6376,1275,638,4463,29,0,5,13,0,-39700,119,2,588,1170.84,1,3,2000,0
2,1.0,4,4,1,1.0,1,1,66497,12564,6282,47651,30,1,6,12,0,-51500,140,1,765,1113.58,1,12,2002,1
3,,2,1,1,,2,1,6810,1362,681,4767,28,1,3,13,62500,-66900,76,2,805,1091.2,1,3,2002,0
3,,2,5,1,1.0,2,1,6074,704,607,4763,29,1,3,5,0,-66000,58,2,1000,1102.41,4,3,2009,0
3,,4,6,1,,2,0,3284,422,407,2455,28,1,5,13,0,0,27,2,1000,1073.32,1,8,2012,0
3,,2,1,1,1.0,2,1,7091,1369,709,5013,28,1,5,13,0,-66000,40,2,1000,1027.45,4,3,2005,0
0,2.0,4,4,3,0.0,1,0,60211,9201,9291,41719,43,1,1,8,0,-45000,280,1,1016,1511.78,2,3,1999,0
0,2.0,1,4,3,,1,0,60614,8062,9887,42665,42,1,1,8,0,-45000,269,2,1326,1446.47,2,5,2000,0
0,1.0,3,4,3,,1,0,68356,11542,8209,48605,40,1,0,6,0,0,222,2,1000,1312.25,2,12,1999,0
0,1.0,0,4,3,0.0,2,1,83017,12436,8399,62182,33,0,1,13,59400,0,153,1,500,938.1,2,13,2009,1
0,2.0,4,4,3,0.0,1,0,60776,7607,10125,43044,42,1,1,1,0,-45000,264,2,1450,1420.35,2,3,2000,0
2,2.0,1,2,1,,1,0,53999,5686,5686,42627,40,1,2,8,44000,0,211,2,1000,1678.06,2,3,2003,0
0,2.0,3,2,3,,1,0,66129,10919,8496,46714,41,1,0,8,0,-53800,238,2,1000,1367.59,4,3,1999,0
2,0.0,1,6,1,,1,1,41512,4151,4998,32363,41,0,4,7,58100,0,236,2,500,1384.0,3,8,2013,0
2,0.0,0,2,1,0.0,2,1,55740,5574,11148,39018,48,0,5,1,45100,0,324,0,500,1416.06,3,7,2014,0
2,0.0,0,4,1,0.0,2,1,46301,4630,5495,36176,45,0,1,12,66400,-34400,246,2,500,1301.59,3,8,2011,0
2,0.0,0,2,1,0.0,2,1,41610,4161,8322,29127,49,1,1,1,47800,-32800,311,2,500,1433.93,3,7,2013,0
0,2.0,1,4,2,,2,1,84501,10650,11872,61979,42,0,3,13,75800,-78600,246,1,500,970.53,5,4,2007,1
2,1.0,4,4,1,0.0,2,1,36861,3686,5560,27615,47,0,1,12,66400,-34400,273,2,500,1379.08,3,3,2012,0
2,0.0,0,4,1,0.0,2,1,49340,4934,5475,38931,44,0,5,7,47800,0,237,2,500,1276.64,1,8,2011,0
2,1.0,4,2,1,0.0,2,1,37943,3794,5553,28596,47,0,1,7,47800,0,270,2,500,1370.2,3,8,2012,0
2,1.0,1,2,1,0.0,0,0,51574,9377,8358,33839,49,0,4,9,0,-65600,317,2,911,1018.27,4,10,1995,0
2,2.0,1,6,1,0.0,0,0,56628,10296,7229,39103,46,0,2,11,0,-65600,291,0,733,1098.3,0,4,1996,0
2,2.0,1,2,1,1.0,1,0,54484,9053,9053,36378,48,1,2,13,0,0,295,0,1000,1115.03,3,6,2002,0
2,2.0,3,2,3,1.0,1,1,58799,10691,10691,37417,42,0,4,11,0,0,231,0,1000,1022.87,3,1,1999,1
2,2.0,1,2,1,1.0,0,0,50768,8962,8962,32844,49,1,4,11,0,0,319,0,1000,1021.46,3,4,1997,0
0,2.0,0,5,3,0.0,1,1,57332,5172,7979,44181,38,1,0,0,51300,-49600,213,1,684,1111.14,2,12,2010,1
2,2.0,1,6,1,0.0,0,0,56507,10274,7256,38977,46,0,2,9,0,-65600,291,0,738,1096.39,0,4,1996,0
2,0.0,1,2,1,1.0,1,0,57753,9133,9133,39487,47,1,4,13,0,0,273,0,1000,1197.34,0,4,2006,0
0,1.0,1,2,3,,2,0,62725,5902,10706,46117,34,1,3,11,53000,-72500,197,0,913,1038.16,5,9,1998,0
0,2.0,1,4,3,0.0,1,1,57594,6838,6838,43918,49,1,0,8,0,0,348,2,585,1252.39,5,9,1996,0
0,0.0,1,2,3,,1,1,63872,8143,6574,49155,49,1,1,5,53000,-19700,343,0,605,1164.59,5,12,1996,0
0,2.0,1,4,3,,1,0,58992,8143,8143,42706,46,1,0,11,0,-72500,312,0,809,1394.0,5,9,1997,0
0,2.0,1,4,3,,1,0,58829,7990,7990,42849,46,1,0,11,53000,-72500,316,0,783,1377.36,5,9,1997,0
0,1.0,1,4,3,,2,0,61536,5994,9790,45752,38,1,3,11,26900,0,232,0,827,1071.76,1,12,1998,0
0,2.0,0,5,3,,1,1,53946,4560,8732,40654,41,1,0,0,51300,-49600,257,1,530,1096.68,2,12,2014,1
0,1.0,1,4,3,,2,0,61972,5960,10126,45886,36,1,3,8,26900,0,219,1,858,1059.45,5,12,1998,0
0,2.0,0,4,3,,1,1,59996,6113,8603,45280,42,1,0,11,26900,-72500,277,1,714,1115.31,5,9,1997,0
0,1.0,1,6,3,,0,1,73794,11032,12552,50210,39,0,0,12,0,-49200,246,2,2000,1047.93,5,1,2007,0
0,2.0,1,5,3,0.0,0,1,87642,14607,14607,58428,45,0,0,5,0,0,250,1,2000,1056.46,3,2,2013,0
0,2.0,1,6,3,,1,1,67391,7979,11882,47530,41,0,6,1,0,0,253,2,2000,1118.0,1,1,2007,0
0,2.0,1,5,3,0.0,0,1,82258,13710,13710,54838,41,0,0,5,0,0,245,1,2000,1027.1,3,1,2010,0
0,0.0,4,1,3,,0,1,53071,6234,9687,37150,42,1,2,3,28900,0,233,1,1766,1134.67,2,8,2011,1
0,2.0,1,5,3,,0,1,69665,11611,11611,46443,39,0,5,7,49900,-19800,226,1,2000,1254.68,1,1,2001,0
2,0.0,1,2,1,0.0,0,1,72930,7293,14207,51430,41,1,6,5,34200,-60500,242,1,1911,1208.64,1,1,1999,0
2,0.0,0,5,1,1.0,0,1,74743,11388,14079,49276,42,1,4,9,48100,0,235,1,2000,1217.79,4,2,2001,0
2,0.0,0,2,1,0.0,1,1,66923,8798,14588,43537,34,1,5,3,74200,-60500,146,1,2000,1334.49,4,8,2003,0
2,2.0,0,5,1,1.0,0,1,74497,10591,14201,49705,42,1,5,9,24400,-60500,237,1,2000,1216.65,4,2,2001,0
2,2.0,0,2,1,1.0,0,1,72882,7288,14165,51429,41,0,5,3,24400,-60500,242,0,1903,1208.35,4,8,1999,0
2,0.0,0,5,1,,0,1,73714,8045,14593,51076,41,1,4,3,48100,0,243,1,2000,1213.0,5,8,1999,0
2,2.0,1,2,1,0.0,0,1,71152,7115,12668,51369,41,1,5,5,34200,-60500,232,0,1633,1198.15,4,8,1999,1
0,0.0,4,2,3,,0,1,62083,6208,12417,43458,34,1,5,6,28900,0,167,1,1211,1301.28,0,12,2002,1
2,0.0,3,2,1,1.0,2,1,63833,9253,10441,44139,48,0,4,8,0,0,344,0,587,1160.74,2,9,2003,0
0,2.0,3,5,2,1.0,2,0,84335,6991,13981,63363,49,0,2,9,0,0,346,0,1456,1264.76,3,12,2011,0
0,1.0,3,2,2,0.0,2,0,85070,6966,13933,64171,49,0,2,9,58300,-37100,350,0,1383,1261.26,3,1,2011,1
0,2.0,3,2,3,0.0,2,0,80070,7131,14261,58678,46,0,2,9,58300,0,323,0,1881,1285.03,3,1,2013,0
2,1.0,3,2,1,1.0,2,1,72690,8401,11584,52705,49,1,4,7,0,-37100,353,0,733,1189.77,2,9,2006,0
0,1.0,3,2,2,1.0,2,0,82804,7428,12890,62486,51,0,4,7,0,0,364,0,899,1222.92,2,1,2008,0
0,2.0,3,5,2,1.0,2,0,86036,6935,13869,65232,50,0,2,7,58300,0,355,0,1287,1256.67,0,12,2011,0
2,0.0,3,2,1,1.0,2,1,62332,9397,10247,42688,48,1,4,8,0,0,342,0,562,1155.82,3,9,2003,0
0,2.0,3,4,1,0.0,0,1,65569,11791,11791,41987,46,1,4,9,0,0,297,0,500,1537.85,3,9,2013,0
2,0.0,1,6,2,,1,1,65021,7703,7703,49615,51,0,5,13,0,0,353,2,500,1568.64,5,11,2010,0
0,0.0,4,2,3,1.0,1,1,60331,7274,7274,45783,53,0,4,2,0,0,376,1,557,1678.45,4,11,2015,0
0,1.0,4,2,3,1.0,1,1,65700,10242,10242,45216,51,0,4,5,21200,0,370,0,796,1615.36,4,11,2013,0
0,0.0,1,4,3,0.0,1,1,60063,7379,7379,45305,52,0,4,2,0,0,364,0,500,1669.25,4,9,2015,0
0,1.0,1,2,3,1.0,1,1,61232,7772,7772,45688,52,0,4,2,21200,0,375,1,597,1667.86,0,11,2014,0
0,1.0,1,6,3,,1,1,60824,6901,6901,47022,52,0,5,2,0,0,370,2,500,1656.35,4,11,2014,0
2,1.0,3,0,1,0.0,0,1,78375,11724,7847,58804,36,0,4,4,0,-67800,154,1,768,1889.57,2,7,1999,0
2,1.0,3,4,1,0.0,0,1,64481,10769,10636,43076,43,0,4,11,0,0,248,0,1982,1548.4,2,6,2002,0
2,1.0,3,6,1,0.0,2,1,76537,14839,7810,53888,41,1,1,5,0,-58400,219,1,544,982.39,1,13,2014,1
2,0.0,1,4,1,,0,1,76749,13778,7860,55111,38,0,5,4,0,-67800,171,0,1181,1955.3,2,6,2000,0
2,1.0,0,4,1,0.0,0,1,79286,13882,7360,58044,37,1,5,4,0,-67800,154,0,951,2014.2,2,1,2000,0
2,0.0,1,4,1,0.0,0,1,67220,11441,10016,45763,42,1,4,4,0,-67800,231,0,1803,1639.24,2,1,2002,0
2,1.0,3,0,1,0.0,0,1,78536,12107,7760,58669,36,1,4,4,0,0,154,0,801,1911.7,2,1,1999,0
2,1.0,1,4,1,,0,1,67511,11512,9950,46049,42,0,4,11,37800,0,229,0,1784,1648.9,2,6,2002,0
2,0.0,1,4,1,0.0,0,1,79020,14367,7184,57469,38,1,3,4,0,-51600,179,1,1000,1949.05,2,1,2001,0
2,1.0,0,0,1,,1,1,77739,10215,8187,59337,35,1,5,10,0,-67800,155,0,640,1802.37,2,1,1999,0
2,1.0,1,2,1,0.0,0,1,54851,5358,5358,44135,33,0,5,6,65600,-68200,147,2,1321,1113.25,5,7,2005,0
2,2.0,3,4,1,0.0,0,1,57226,5334,6781,45111,35,0,6,7,65600,-68200,169,1,1000,1071.24,5,2,2006,0
2,2.0,1,2,1,0.0,0,1,56284,5943,5943,44398,32,0,5,10,0,0,125,2,1713,1149.34,1,7,2006,0
2,1.0,3,6,1,0.0,0,1,51765,3485,4977,43303,37,0,4,7,59400,-68200,192,2,1000,1140.07,2,1,2004,0
2,1.0,1,2,1,0.0,0,1,54143,5069,5069,44005,34,0,2,10,0,0,159,2,1127,1095.4,5,7,2005,0
2,2.0,3,2,1,0.0,0,1,56546,6050,6050,44446,32,0,5,6,65600,0,120,2,1785,1155.92,5,7,2006,0
2,2.0,0,4,2,0.0,2,1,34082,6870,4850,22362,49,1,2,11,36900,-55000,324,2,1000,1414.64,2,14,2008,0
0,2.0,0,2,2,0.0,2,1,34048,6620,4932,22496,49,1,3,9,36900,-31400,322,2,1000,1396.52,3,14,2008,0
2,1.0,4,2,1,0.0,2,1,46946,4647,9295,33004,38,1,3,9,36900,-67300,184,1,577,1172.67,3,8,2005,0
2,2.0,1,4,1,0.0,2,1,33756,3075,6149,24532,46,0,3,9,0,-55000,296,2,994,1138.95,3,14,2005,0
2,2.0,3,4,1,,0,1,58465,7255,11778,39432,42,1,3,2,0,0,266,0,2000,1332.0,2,9,2011,1
2,2.0,4,4,2,0.0,2,1,33767,4613,5588,23566,47,1,3,11,36900,-31400,308,2,1000,1251.46,3,14,2006,0
2,2.0,4,4,1,,1,1,43924,4618,5800,33506,42,1,3,9,36900,-57500,270,2,1000,1106.45,4,14,2003,0
2,2.0,4,4,1,0.0,1,1,47099,5098,5708,36293,40,1,3,4,68500,-55000,261,2,1000,1096.66,3,10,2002,0
2,2.0,4,4,1,,1,1,46445,4999,5727,35719,41,1,3,4,36900,-55000,263,2,1000,1098.68,4,10,2002,0
0,2.0,1,4,4,1.0,2,1,64013,6401,6401,51211,42,0,4,0,0,-71200,241,2,1136,1104.81,0,13,2009,0
0,1.0,1,4,4,,2,1,68592,6859,6859,54874,42,0,5,6,39900,-71200,236,2,563,1075.83,1,7,2006,0
0,0.0,3,6,3,,2,1,63173,6317,11113,45743,40,1,5,6,39900,-60200,203,1,500,878.1,3,13,2011,0
0,2.0,3,4,4,,2,1,67990,7101,6799,54090,42,0,0,2,0,0,233,1,500,1077.45,2,1,2006,0
0,0.0,3,6,4,,2,1,68982,6898,6993,55091,42,0,5,0,0,-60200,234,1,500,1068.76,3,13,2006,0
